id,view,Expression,Numpy,Math,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,dl_train,dl_val,dl_test
0,0,22.766786471142108,"t[0]","$$\theta_{0}$$",22.766786471142108,1,250.20995238653342,250.20995238653342,250.20995238653342,250.20995238652472,-3.3306690738754696e-15,-3.3306690738754696e-15,-3.3306690738754696e-15,253.1911148436993,253.1911148436993,253.1911148436993
1,0,(1383.4433144862855 / x1),"(t[0] / x[:, 1])","$$\frac{\theta_{0}}{x_{1}}$$",1383.4433144862855,3,247.27063764264005,247.27063764264005,247.27063764264005,247.27063764265753,1.174739340244857e-2,1.174739340244857e-2,1.174739340244857e-2,253.5567559545484,253.5567559545484,253.5567559545484
2,0,(-5.745165366885029 * (-4.1530583589543255 + x2)),"(t[0] * (t[1] + x[:, 2]))","$$\left(\theta_{0} \cdot \left(\theta_{1} + x_{2}\right)\right)$$",-5.745165366885029;-4.1530583589543255,5,245.18084594296485,245.18084594296485,245.18084594296485,245.18084594296587,2.009954598368091e-2,2.009954598368091e-2,2.009954598368091e-2,258.8665014142734,258.8665014142734,258.8665014142734
3,0,((-21.44885359673644 * x0) + (Exp(x7) + 25.223226358297662)),"((t[0] * x[:, 0]) + (np.exp(x[:, 7]) + t[1]))","$$\left(\left(\theta_{0} \cdot x_{0}\right) + \left(\operatorname{exp}(x_{7}) + \theta_{1}\right)\right)$$",-21.44885359673644;25.223226358297662,8,167.26495496048574,167.26495496048574,167.26495496048574,167.26495496049114,0.33150159150308567,0.33150159150308567,0.33150159150308567,188.5949421956155,188.5949421956155,188.5949421956155
4,0,((Exp(Exp((-1.0316058190409207 * x0))) + (((-0.16839382479645368 * x5) * x0) + 0.2597989053842083)) * 9.966295253001473),"((np.exp(np.exp((t[0] * x[:, 0]))) + (((t[1] * x[:, 5]) * x[:, 0]) + t[2])) * t[3])","$$\left(\left(\operatorname{exp}(\operatorname{exp}(\left(\theta_{0} \cdot x_{0}\right))) + \left(\left(\left(\theta_{1} \cdot x_{5}\right) \cdot x_{0}\right) + \theta_{2}\right)\right) \cdot \theta_{3}\right)$$",-1.0316058190409207;-0.16839382479645368;0.2597989053842083;9.966295253001473,15,152.38528167941737,152.38528167941737,152.38528167941737,152.3852816794077,0.390970342202825,0.390970342202825,0.390970342202825,193.81858581120548,193.81858581120548,193.81858581120548
